"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"GBP4",0.784,0.632054736926055,0.568,1.82110373339673,0.84,0.387,"0","GBP4"
"CALR",0.783,0.599049079046611,0.566,0.971956706624921,0.993,0.883,"0","CALR"
"RPS26",0.782,0.4865463574073,0.564,0.729370407726051,1,0.984,"0","RPS26"
"LST1",0.777,0.555212007852289,0.554,1.0314920282462,0.978,0.78,"0","LST1"
"BST2",0.774,0.539150345644301,0.548,0.952211650621112,0.993,0.823,"0","BST2"
"S100A11",0.773,0.686576096170953,0.546,1.35503228011381,0.953,0.695,"0","S100A11"
"LGALS1",0.772,0.728128422536039,0.544,1.12396747099043,0.986,0.855,"0","LGALS1"
"JUNB",0.772,0.551176249260299,0.544,1.28128675160759,0.887,0.455,"0","JUNB"
"RPS19",0.766,0.222475592943034,0.532,0.325416872826914,1,1,"0","RPS19"
"RPS10",0.766,0.281376687230216,0.532,0.421999618794013,1,0.995,"0","RPS10"
"UBA52",0.764,0.255992120889584,0.528,0.389003845869118,1,0.995,"0","UBA52"
"PTAFR",0.761,0.553460608381833,0.522,2.7815188953437,0.622,0.122,"0","PTAFR"
"HLA-C",0.756,0.463661439612061,0.512,0.77106370310542,0.998,0.945,"0","HLA-C"
"S100A6",0.753,0.516620206324256,0.506,0.835932436562436,0.999,0.934,"0","S100A6"
"ACTG1",0.751,0.46536206484738,0.502,0.725600294154109,0.998,0.955,"0","ACTG1"
"FLOT1",0.751,0.450581502812838,0.502,1.27340325086288,0.851,0.474,"0","FLOT1"
"RELB",0.75,0.388710187027633,0.5,1.52632410926665,0.682,0.202,"0","RELB"
"MYL6",0.75,0.393368785207698,0.5,0.633271492873686,0.998,0.974,"0","MYL6"
"BIRC3",0.749,0.551287164586633,0.498,1.90072641716383,0.684,0.219,"0","BIRC3"
"GMFG",0.748,0.392557122595879,0.496,0.661352933225579,0.994,0.944,"0","GMFG"
"ACTB",0.748,0.521559784981067,0.496,0.768915476098806,1,0.996,"0","ACTB"
"H1FX",0.747,0.524172505971911,0.494,1.42236119455018,0.825,0.421,"0","H1FX"
"LGALS9",0.744,0.451206222853923,0.488,1.14665820458871,0.907,0.584,"0","LGALS9"
"CXCL11",0.744,0.735679807732152,0.488,4.23469677186011,0.524,0.044,"0","CXCL11"
"LYSMD2",0.742,0.443905662504876,0.484,1.15756121511197,0.887,0.552,"0","LYSMD2"
"GSTP1",0.74,0.374520408524099,0.48,0.594990846619465,0.997,0.958,"0","GSTP1"
"TM4SF1",0.74,0.705396450090059,0.48,1.4388244178534,0.851,0.531,"0","TM4SF1"
"ADA",0.739,0.662856401791056,0.478,1.57104396100542,0.83,0.531,"0","ADA"
"NFKB2",0.739,0.425621331678147,0.478,1.69777516813132,0.64,0.178,"0","NFKB2"
"HLA-DMB",0.739,0.433097998342402,0.478,1.47956515669235,0.742,0.326,"0","HLA-DMB"
"RPL38",0.738,0.257823658143891,0.476,0.387789633757203,1,0.996,"0","RPL38"
"KLF6",0.738,0.521244419749539,0.476,1.34154198814899,0.793,0.41,"0","KLF6"
"COL6A2",0.735,0.415392200300032,0.47,2.12642236322228,0.605,0.154,"0","COL6A2"
"PSME2",0.735,0.413980511943908,0.47,0.766513701505561,0.983,0.826,"0","PSME2"
"HINT1",0.735,0.254405693376451,0.47,0.389636810030871,0.999,0.99,"0","HINT1"
"MLLT3",0.73,0.628624582687327,0.46,1.23427051678714,0.909,0.717,"0","MLLT3"
"TYMP",0.728,0.461053975988265,0.456,1.84897460937541,0.667,0.26,"0","TYMP"
"GRN",0.728,0.392175905304305,0.456,1.04386069753271,0.871,0.55,"0","GRN"
"LTB",0.728,0.956636614612518,0.456,1.77062812601726,0.657,0.233,"0","LTB"
"SEMA4A",0.725,0.422379536978762,0.45,2.04931760656071,0.609,0.19,"0","SEMA4A"
"RPS13",0.724,0.183639464975915,0.448,0.27162052358352,1,0.999,"0","RPS13"
"HLA-F",0.724,0.368653683278183,0.448,1.74279399915878,0.628,0.209,"0","HLA-F"
"LYZ",0.722,0.577159946238864,0.444,2.31807893390316,0.599,0.193,"0","LYZ"
"FKBP2",0.722,0.409317780628639,0.444,0.919278646623793,0.924,0.672,"0","FKBP2"
"RPS11",0.72,0.214176530504455,0.44,0.321290015877739,1,0.998,"0","RPS11"
"ARPC1B",0.72,0.361466030349325,0.44,0.643314257973242,0.994,0.876,"0","ARPC1B"
"PFN1",0.719,0.356048236311083,0.438,0.544906063615523,1,0.977,"0","PFN1"
"PSME1",0.719,0.310256116883148,0.438,0.539295943610457,0.995,0.932,"0","PSME1"
"GADD45GIP1",0.718,0.369830383789525,0.436,0.662239721926554,0.988,0.883,"0","GADD45GIP1"
"COX4I1",0.718,0.247873951401348,0.436,0.396964177743801,0.999,0.983,"0","COX4I1"
"TUBB4B",0.717,0.435256904341245,0.434,0.823692697520868,0.953,0.698,"0","TUBB4B"
"TYROBP",0.714,0.581894917995159,0.428,1.4813551329414,0.761,0.42,"0","TYROBP"
"MYCBP2",0.712,0.401097215366319,0.424,0.886066508763858,0.913,0.689,"0","MYCBP2"
"TAPBP",0.712,0.346896653441795,0.424,0.868475959138179,0.9,0.622,"0","TAPBP"
"RASGRP3",0.712,0.390481695684563,0.424,2.17321158491336,0.543,0.137,"0","RASGRP3"
"GNA15",0.711,0.352850842367781,0.422,0.816794709756149,0.917,0.65,"0","GNA15"
"LPXN",0.71,0.404518884612001,0.42,1.31949874336658,0.686,0.309,"0","LPXN"
"OPTN",0.709,0.33992332876227,0.418,1.35415029289154,0.668,0.274,"0","OPTN"
"SPI1",0.709,0.411132256657952,0.418,0.967130742771007,0.889,0.624,"0","SPI1"
"FAU",0.708,0.171673271706756,0.416,0.258413457191122,1,0.998,"0","FAU"
"OST4",0.708,0.275746456968186,0.416,0.464962109049033,0.999,0.956,"0","OST4"
"ANXA2",0.707,0.396917747922367,0.414,0.925546016861483,0.883,0.593,"0","ANXA2"
"PRELID1",0.707,0.372509541170114,0.414,0.678154173145108,0.985,0.823,"0","PRELID1"
"CFP",0.706,0.575564849420476,0.412,2.25748390322617,0.57,0.193,"0","CFP"
"TAGLN2",0.705,0.297073914776539,0.41,0.496938487548943,0.996,0.941,"0","TAGLN2"
"SH3BGRL3",0.705,0.280055218348078,0.41,0.429354705039148,1,0.991,"0","SH3BGRL3"
"HSPB1",0.704,0.416967093449465,0.408,0.700359275648438,0.993,0.908,"0","HSPB1"
"RPL30",0.702,0.203516380817281,0.404,0.302976615027771,0.999,0.998,"0","RPL30"
"CAPZB",0.702,0.321142798337931,0.404,0.629677926768058,0.978,0.843,"0","CAPZB"
"SEC61B",0.701,0.305802256085884,0.402,0.550520817113985,0.986,0.861,"0","SEC61B"
"GPSM3",0.701,0.340709819845916,0.402,0.742069000310951,0.936,0.734,"0","GPSM3"
"TPT11",0.943,0.79467845630685,0.886,1.16339055635062,1,0.999,"2","TPT1"
"NACA",0.908,0.489896193860683,0.816,0.74294775647442,1,0.994,"2","NACA"
"RPL301",0.897,0.441846840911976,0.794,0.655970746479144,1,0.998,"2","RPL30"
"RPL9",0.884,0.362358145298437,0.768,0.534769687268918,1,0.998,"2","RPL9"
"RPS4Y1",0.872,1.01143246695239,0.744,1.96494214309196,0.984,0.261,"2","RPS4Y1"
"HLA-DQA2",0.866,0.735795858848945,0.732,2.90386691980067,0.83,0.112,"2","HLA-DQA2"
"RPL37",0.854,0.344407244732701,0.708,0.507924055627944,1,0.999,"2","RPL37"
"SNHG7",0.842,0.763945415025779,0.684,1.64573665831055,0.968,0.619,"2","SNHG7"
"HOPX",0.839,0.760938366784833,0.678,1.64361490935124,0.965,0.521,"2","HOPX"
"CLU",0.838,0.909622398531588,0.676,2.02226777088296,0.909,0.465,"2","CLU"
"PABPC1",0.828,0.424077684304867,0.656,0.649698067862474,1,0.995,"2","PABPC1"
"SNHG25",0.82,0.605139658524926,0.64,1.0407750079727,0.993,0.89,"2","SNHG25"
"RPS261",0.82,0.524156946777165,0.64,0.784705180307304,1,0.985,"2","RPS26"
"HLA-DRB5",0.817,0.458364565013423,0.634,1.37937351756277,0.842,0.187,"2","HLA-DRB5"
"MT-ND1",0.814,0.411732619412536,0.628,0.623834734186063,1,0.993,"2","MT-ND1"
"RPL24",0.814,0.302101944568895,0.628,0.455285474576137,1,0.998,"2","RPL24"
"RPS20",0.812,0.287946443115721,0.624,0.430020066838972,1,0.998,"2","RPS20"
"RNASET2",0.812,0.57994145944328,0.624,1.53858650840948,0.922,0.42,"2","RNASET2"
"CST3",0.809,0.619977260924684,0.618,1.39094519076958,0.951,0.625,"2","CST3"
"EEF1A11",0.809,0.294887242052589,0.618,0.428914772942417,1,0.999,"2","EEF1A1"
"RPL31",0.807,0.316635780874959,0.614,0.467070381613214,1,0.998,"2","RPL31"
"FAM30A",0.806,0.631086877952571,0.612,1.16003920516862,0.987,0.793,"2","FAM30A"
"AVP",0.805,0.673205203447892,0.61,1.307876383601,0.971,0.55,"2","AVP"
"RPS2",0.805,0.347627880898426,0.61,0.507592023071404,1,0.999,"2","RPS2"
"AC004540.2",0.8,0.71505714298274,0.6,2.56797679209332,0.749,0.19,"2","AC004540.2"
"CD52",0.8,0.546640880815265,0.6,0.886147912792847,0.999,0.91,"2","CD52"
"ENO1",0.797,0.382599366924074,0.594,0.582522704106116,1,0.985,"2","ENO1"
"NPDC1",0.79,0.515167864860957,0.58,1.2106462942104,0.944,0.597,"2","NPDC1"
"RACK1",0.79,0.30334561278863,0.58,0.452275518891557,1,0.997,"2","RACK1"
"RPS121",0.788,0.259108614081808,0.576,0.37892724683204,1,1,"2","RPS12"
"RPS111",0.787,0.27060188001325,0.574,0.405474983188065,1,0.998,"2","RPS11"
"RPL381",0.786,0.287628089752086,0.572,0.432233897045501,1,0.996,"2","RPL38"
"CRHBP",0.786,0.686403955349172,0.572,1.4113616400892,0.9,0.445,"2","CRHBP"
"RPL22",0.786,0.271048539901121,0.572,0.408748124223922,1,0.995,"2","RPL22"
"RPLP11",0.783,0.238493082551042,0.566,0.347236303684665,1,1,"2","RPLP1"
"RPL23A",0.782,0.217309377417154,0.564,0.320994520915789,1,0.999,"2","RPL23A"
"RPL7A",0.782,0.265735685776244,0.564,0.394366499193673,1,0.995,"2","RPL7A"
"RPL36A",0.782,0.278705639292138,0.564,0.415269977204039,1,0.995,"2","RPL36A"
"RPL281",0.774,0.240220074184871,0.548,0.353501507825209,1,1,"2","RPL28"
"COMMD6",0.768,0.365950833197367,0.536,0.637711426217163,1,0.943,"2","COMMD6"
"RPS21",0.767,0.251327170068694,0.534,0.375209628131287,1,0.998,"2","RPS21"
"BST21",0.765,0.443943686916507,0.53,0.784203838730106,1,0.83,"2","BST2"
"MT-ND2",0.764,0.293596011462327,0.528,0.435327117025312,1,0.998,"2","MT-ND2"
"FXYD5",0.761,0.402437927634381,0.522,0.717541028648961,0.997,0.919,"2","FXYD5"
"ICAM3",0.761,0.434179070748089,0.522,0.936961671663194,0.972,0.733,"2","ICAM3"
"RPS131",0.759,0.196881183628805,0.518,0.291123771249762,1,0.999,"2","RPS13"
"MT-ND3",0.758,0.281911154147602,0.516,0.41788467885271,1,0.996,"2","MT-ND3"
"RPS29",0.758,0.217842033542881,0.516,0.320067803710997,1,0.999,"2","RPS29"
"SPINK2",0.757,0.496959021136923,0.514,0.936764921420103,0.981,0.628,"2","SPINK2"
"RPL27",0.756,0.242308993159066,0.512,0.364124981977687,1,0.997,"2","RPL27"
"RPS9",0.755,0.229318710653614,0.51,0.339870622524765,1,0.999,"2","RPS9"
"RPL13",0.753,0.201469175230184,0.506,0.293993798862653,1,1,"2","RPL13"
"CSKMT",0.751,0.438951002566906,0.502,1.21232904250355,0.857,0.471,"2","CSKMT"
"TM4SF11",0.751,0.556105191078103,0.502,1.13296900146908,0.92,0.538,"2","TM4SF1"
"CD37",0.75,0.393120998203925,0.5,0.736575661963226,0.993,0.879,"2","CD37"
"EIF1AY",0.749,0.402663309066737,0.498,1.47837595695327,0.729,0.193,"2","EIF1AY"
"RPL29",0.749,0.223855972597923,0.498,0.331928536223328,1,0.998,"2","RPL29"
"HLA-C1",0.748,0.349069897928276,0.496,0.581771433559405,1,0.947,"2","HLA-C"
"RPL11",0.747,0.1931173826765,0.494,0.283843843181424,1,1,"2","RPL11"
"RPS17",0.744,0.22404455121048,0.488,0.332973714231257,1,0.996,"2","RPS17"
"RPL5",0.744,0.228848278316668,0.488,0.340203220846317,1,0.997,"2","RPL5"
"BRI3",0.743,0.378022261359952,0.486,1.57206113444662,0.729,0.282,"2","BRI3"
"GLIPR1",0.742,0.428121813740038,0.484,1.29379966435328,0.783,0.303,"2","GLIPR1"
"FAU1",0.739,0.200027893308018,0.478,0.300878961756241,1,0.998,"2","FAU"
"MAP2K2",0.737,0.386854386269351,0.474,1.68284409367253,0.687,0.264,"2","MAP2K2"
"RPS23",0.736,0.179017092297674,0.472,0.262102484038579,1,0.999,"2","RPS23"
"EEF1B2",0.736,0.265328475515692,0.472,0.406615404252237,1,0.99,"2","EEF1B2"
"RPS3A",0.735,0.179821735685883,0.47,0.263279615099105,1,0.999,"2","RPS3A"
"AJ009632.2",0.732,0.396515902905919,0.464,1.43641036348556,0.699,0.236,"2","AJ009632.2"
"RPL13A",0.732,0.177649944915853,0.464,0.259673639645655,1,0.999,"2","RPL13A"
"ANKRD28",0.731,0.360733894954889,0.462,0.765668111577528,0.95,0.639,"2","ANKRD28"
"GAPDH",0.73,0.23800554199758,0.46,0.355121430887984,1,0.997,"2","GAPDH"
"RPLP21",0.73,0.214017963536543,0.46,0.315081445108647,1,0.999,"2","RPLP2"
"RPS25",0.727,0.193028485270189,0.454,0.286863024573502,1,0.997,"2","RPS25"
"S100A4",0.726,0.426594452291702,0.452,0.668175531696838,0.999,0.924,"2","S100A4"
"TOMM7",0.723,0.300503104584125,0.446,0.519188921363854,1,0.95,"2","TOMM7"
"RPL37A",0.722,0.178344881270849,0.444,0.262087126623331,1,1,"2","RPL37A"
"JAML",0.716,0.422844858006806,0.432,1.34022398338875,0.686,0.264,"2","JAML"
"BAALC",0.715,0.373195330748761,0.43,1.06764280896865,0.802,0.449,"2","BAALC"
"ZFAS1",0.713,0.344242971807021,0.426,0.566066214002926,0.996,0.961,"2","ZFAS1"
"NOP53",0.711,0.277785205604727,0.422,0.458528103461327,0.999,0.974,"2","NOP53"
"SELL",0.709,0.269355698832095,0.418,0.680291406526902,0.835,0.435,"2","SELL"
"EBPL",0.708,0.316269548793333,0.416,0.622588754120773,0.982,0.836,"2","EBPL"
"RPS101",0.706,0.20941961630722,0.412,0.31427037991506,1,0.995,"2","RPS10"
"CD99",0.705,0.330021055084473,0.41,0.688343648505649,0.971,0.774,"2","CD99"
"SNHG8",0.705,0.273404547215388,0.41,0.515637390330285,0.982,0.872,"2","SNHG8"
"BTF3",0.704,0.195819034387439,0.408,0.299587207321199,1,0.995,"2","BTF3"
"RPL34",0.971,0.75714996689946,0.942,1.1021368277733,1,1,"3","RPL34"
"RPL21",0.936,0.566213606100112,0.872,0.826836275892076,1,1,"3","RPL21"
"RPS6",0.926,0.552511208887712,0.852,0.806189879561334,1,0.999,"3","RPS6"
"RPL39",0.92,0.453354695423647,0.84,0.660412927618179,1,0.999,"3","RPL39"
"RPL7",0.908,0.512134489562092,0.816,0.749640709614305,1,0.999,"3","RPL7"
"MALAT1",0.878,0.76700598195188,0.756,1.11028260314332,1,0.999,"3","MALAT1"
"RPL3",0.857,0.4379328293437,0.714,0.641179862990472,1,0.998,"3","RPL3"
"RPL35A",0.852,0.418490764960592,0.704,0.617338510197553,1,0.999,"3","RPL35A"
"RPL111",0.824,0.340273160110534,0.648,0.499612318853832,1,1,"3","RPL11"
"CRHBP1",0.822,1.30695211852993,0.644,2.58475535192503,0.819,0.458,"3","CRHBP"
"SELL1",0.807,1.20861466044981,0.614,2.70450382740306,0.764,0.446,"3","SELL"
"RPL15",0.804,0.308376949793121,0.608,0.453180747702809,1,0.999,"3","RPL15"
"RPS3A1",0.8,0.31435009615747,0.6,0.459891290303259,1,0.999,"3","RPS3A"
"UQCRB",0.785,0.563514516098699,0.57,0.907848736747524,0.977,0.984,"3","UQCRB"
"RPS24",0.781,0.287896733833828,0.562,0.422371538223036,1,0.999,"3","RPS24"
"EIF3E",0.778,0.512079928077255,0.556,0.798839687521304,0.985,0.99,"3","EIF3E"
"RPL311",0.776,0.327895771027396,0.552,0.483605423606495,1,0.998,"3","RPL31"
"RPL32",0.775,0.259311365049139,0.55,0.379514697957895,1,1,"3","RPL32"
"ANKRD281",0.774,0.934667266324726,0.548,1.86591296254473,0.798,0.658,"3","ANKRD28"
"NOP531",0.773,0.596213169787234,0.546,0.97011879518801,0.964,0.978,"3","NOP53"
"RPL17",0.773,0.469564649289692,0.546,0.721543055207623,0.989,0.992,"3","RPL17"
"MT-ND21",0.766,0.359235492564773,0.532,0.532272199902956,0.998,0.998,"3","MT-ND2"
"RPS27",0.765,0.250418648970284,0.53,0.365493717200407,1,1,"3","RPS27"
"CD521",0.761,0.691458949287163,0.522,1.11464752515389,0.952,0.915,"3","CD52"
"EIF4A2",0.759,0.572006640107552,0.518,0.956779698176444,0.95,0.971,"3","EIF4A2"
"RPL26",0.755,0.249793126766869,0.51,0.365762463399308,1,0.999,"3","RPL26"
"EEF2",0.754,0.452464998223776,0.508,0.700241408161161,0.99,0.989,"3","EEF2"
"RPL131",0.753,0.247523316501882,0.506,0.36111819809493,1,1,"3","RPL13"
"RPL12",0.746,0.322822777927748,0.492,0.476394662364737,0.998,0.998,"3","RPL12"
"RPS27A",0.743,0.210040265712331,0.486,0.308019435414421,1,1,"3","RPS27A"
"PCDH9",0.737,1.21089015860978,0.474,4.12679032708875,0.548,0.15,"3","PCDH9"
"RPS18",0.733,0.209297599063285,0.466,0.304600385182369,1,1,"3","RPS18"
"RPS4X",0.73,0.237604364340149,0.46,0.347237021576233,1,1,"3","RPS4X"
"ZFP36L2",0.725,0.680787219370502,0.45,1.20872691983767,0.843,0.81,"3","ZFP36L2"
"RPL36A1",0.723,0.291466423860312,0.446,0.434182975472097,0.998,0.996,"3","RPL36A"
"SPINK21",0.723,0.740859775749453,0.446,1.36823957959051,0.806,0.649,"3","SPINK2"
"FTL",0.719,0.252933324118457,0.438,0.378031448018823,0.998,0.997,"3","FTL"
"LAPTM4A",0.719,0.579432029419725,0.438,1.12046735090108,0.816,0.879,"3","LAPTM4A"
"RPS3",0.715,0.196452510603064,0.43,0.287656750491527,1,1,"3","RPS3"
"PABPC11",0.714,0.355833838000807,0.428,0.545796000049679,0.997,0.995,"3","PABPC1"
"RPL51",0.714,0.258881034292691,0.428,0.384695097039725,1,0.998,"3","RPL5"
"PFDN5",0.713,0.367273410166257,0.426,0.58736546397105,0.987,0.991,"3","PFDN5"
"AC011139.1",0.709,1.27663634435721,0.418,5.25028528425319,0.447,0.047,"3","AC011139.1"
"CD164",0.701,0.568131090726494,0.402,1.04304856585577,0.832,0.876,"3","CD164"
"RPS8",0.701,0.202895168823717,0.402,0.296787490067847,1,0.999,"3","RPS8"
"RPL391",0.861,0.335653688524503,0.722,0.489149876925632,1,0.999,"4","RPL39"
"RPS291",0.827,0.307952242207089,0.654,0.452168899860396,1,0.999,"4","RPS29"
"RPS4X1",0.814,0.305343113095309,0.628,0.446083703660399,1,1,"4","RPS4X"
"RPS81",0.813,0.276222208227265,0.626,0.403888484613498,1,0.999,"4","RPS8"
"RPL211",0.81,0.290149663040445,0.62,0.424203632172215,1,1,"4","RPL21"
"IFITM1",0.794,0.725826378233791,0.588,2.58381675970111,0.705,0.175,"4","IFITM1"
"RPL341",0.788,0.261975163768363,0.576,0.381922758977785,1,1,"4","RPL34"
"EIF3E1",0.772,0.38260244473576,0.544,0.598933520626138,0.998,0.988,"4","EIF3E"
"RPS271",0.77,0.219092879438438,0.54,0.319818267704172,1,1,"4","RPS27"
"SPINK22",0.762,0.628166348189199,0.524,1.1691831914502,0.917,0.638,"4","SPINK2"
"MIF",0.759,0.494891664850516,0.518,0.822851150278665,0.98,0.889,"4","MIF"
"RPL71",0.759,0.234450884187911,0.518,0.343689774549404,1,0.999,"4","RPL7"
"EEF21",0.758,0.370213091606998,0.516,0.574099238686609,0.995,0.988,"4","EEF2"
"SMIM24",0.75,0.569236075762532,0.5,1.33919379537173,0.832,0.573,"4","SMIM24"
"PRSS57",0.75,0.490801888486835,0.5,0.871471257363369,0.972,0.846,"4","PRSS57"
"MT-CO1",0.749,0.275607244178321,0.498,0.404017507263998,1,0.999,"4","MT-CO1"
"RPS241",0.744,0.22404265433807,0.488,0.328828335039328,1,0.999,"4","RPS24"
"RPS15",0.74,0.183731896462465,0.48,0.270340979351397,1,1,"4","RPS15"
"XIST",0.739,0.516462431427462,0.478,1.18526385467349,0.842,0.491,"4","XIST"
"MT-ND31",0.738,0.287437891642502,0.476,0.426022886249559,0.998,0.997,"4","MT-ND3"
"NPM1",0.733,0.305851232656202,0.466,0.45997567778394,1,0.993,"4","NPM1"
"MT-CO2",0.73,0.266978145108172,0.46,0.392872462547732,1,0.998,"4","MT-CO2"
"UQCRB1",0.73,0.327148323355438,0.46,0.531958455238314,0.993,0.982,"4","UQCRB"
"ANXA1",0.724,0.429571176398637,0.448,0.747671003045534,0.977,0.886,"4","ANXA1"
"RPS181",0.724,0.174447274448544,0.448,0.253913132276891,1,1,"4","RPS18"
"RPL33",0.722,0.212347690358429,0.444,0.311292401946645,1,0.998,"4","RPL3"
"CCNG1",0.722,0.455005491673813,0.444,0.916135528689286,0.919,0.774,"4","CCNG1"
"CYTL1",0.722,0.414551320760047,0.444,0.751935713976976,0.959,0.764,"4","CYTL1"
"AVP1",0.72,0.705944378718963,0.44,1.36377379407456,0.822,0.57,"4","AVP"
"ITM2A",0.715,0.476608759080191,0.43,0.980631665482439,0.863,0.7,"4","ITM2A"
"RPS28",0.71,0.174310346033024,0.42,0.257221228773463,0.998,0.999,"4","RPS28"
"HNRNPA1",0.709,0.302292114399098,0.418,0.455180431717237,1,0.991,"4","HNRNPA1"
"NAP1L1",0.708,0.297920214132807,0.416,0.480009858472338,0.992,0.981,"4","NAP1L1"
"HPGDS",0.707,0.530130848072371,0.414,1.2870476307574,0.7,0.349,"4","HPGDS"
"IFI16",0.707,0.411741524003327,0.414,0.862478316406088,0.884,0.712,"4","IFI16"
"PCNA",0.905,1.00103977637128,0.81,2.02466115042214,0.992,0.529,"5","PCNA"
"LDHB",0.88,0.553961689433835,0.76,0.860006632667181,1,0.975,"5","LDHB"
"MCM7",0.864,0.785653899114128,0.728,1.87501506098286,0.967,0.441,"5","MCM7"
"MCM3",0.862,0.740483763721131,0.724,1.81697533086687,0.953,0.49,"5","MCM3"
"STMN1",0.861,0.718960335864679,0.722,1.16479055674074,1,0.907,"5","STMN1"
"PCLAF",0.859,1.02404689230573,0.718,2.06126376820424,0.953,0.386,"5","PCLAF"
"H2AFZ",0.856,0.822536862840444,0.712,1.30141740468594,1,0.908,"5","H2AFZ"
"RANBP1",0.852,0.670583454478546,0.704,1.16629224729986,1,0.832,"5","RANBP1"
"HSP90AA1",0.849,0.650408419986282,0.698,0.98771147619543,1,0.982,"5","HSP90AA1"
"PTMA",0.848,0.433126102597631,0.696,0.635117647214131,1,1,"5","PTMA"
"MIF1",0.84,0.755354893419644,0.68,1.23932749350042,1,0.889,"5","MIF"
"DUT",0.839,0.737380055227973,0.678,1.26044217234705,0.998,0.881,"5","DUT"
"ERH",0.835,0.505153851262123,0.67,0.870979927074738,1,0.919,"5","ERH"
"MCM5",0.833,0.656805629695914,0.666,1.89920407917691,0.906,0.37,"5","MCM5"
"TYMS",0.833,0.758077730728194,0.666,1.60582962149864,0.971,0.435,"5","TYMS"
"HSPD1",0.832,0.608988432254025,0.664,1.00086271839555,1,0.911,"5","HSPD1"
"YBX1",0.832,0.449947407976497,0.664,0.683787145983802,1,0.99,"5","YBX1"
"HMGB1",0.825,0.603433587621655,0.65,0.9190664361793,1,0.986,"5","HMGB1"
"FABP5",0.817,0.662078535572394,0.634,1.17864092366,0.998,0.737,"5","FABP5"
"NASP",0.816,0.570098688196332,0.632,1.18985172171407,0.988,0.685,"5","NASP"
"FEN1",0.815,0.614424501171667,0.63,1.87837654853803,0.867,0.299,"5","FEN1"
"UNG",0.814,0.644810758362374,0.628,2.08403616257523,0.836,0.316,"5","UNG"
"LMNB1",0.813,0.55178998920949,0.626,1.69949661251408,0.883,0.375,"5","LMNB1"
"RAN",0.812,0.489051418009714,0.624,0.78483269956283,1,0.938,"5","RAN"
"DNAJC9",0.81,0.585996165555458,0.62,1.46921777228398,0.936,0.498,"5","DNAJC9"
"ATP5MPL",0.808,0.442503703502457,0.616,0.724648299369067,1,0.963,"5","ATP5MPL"
"TPI1",0.805,0.467992716487972,0.61,0.756691191064998,1,0.937,"5","TPI1"
"C1QBP",0.804,0.507015196153291,0.608,0.891034388946552,0.996,0.864,"5","C1QBP"
"NPM11",0.804,0.401363573170838,0.608,0.602568221527212,1,0.993,"5","NPM1"
"HMGN2",0.804,0.580044602540291,0.608,0.920956073854821,1,0.952,"5","HMGN2"
"NAA38",0.803,0.558189182834586,0.606,1.06329445364265,0.994,0.758,"5","NAA38"
"GMNN",0.8,0.563258684077429,0.6,1.6055856510253,0.885,0.388,"5","GMNN"
"GINS2",0.799,0.551601197085354,0.598,2.04931333204325,0.795,0.238,"5","GINS2"
"MT-CO11",0.798,0.336919297329898,0.596,0.493669576553378,1,0.999,"5","MT-CO1"
"MCM2",0.795,0.503334898653961,0.59,2.11037348632255,0.774,0.246,"5","MCM2"
"PA2G4",0.794,0.493974102025232,0.588,0.855525625601221,1,0.886,"5","PA2G4"
"UHRF1",0.793,0.559002035298099,0.586,2.95999097644217,0.684,0.148,"5","UHRF1"
"HSP90AB1",0.792,0.417990547250426,0.584,0.63757770471089,1,0.99,"5","HSP90AB1"
"PPIA",0.79,0.353299699574326,0.58,0.543748197942615,1,0.983,"5","PPIA"
"PSMG1",0.789,0.503761988499175,0.578,1.19804476106886,0.971,0.604,"5","PSMG1"
"MCM6",0.786,0.497819051453621,0.572,1.80304239324246,0.813,0.31,"5","MCM6"
"LDHA",0.784,0.47513171811629,0.568,0.787459108544183,1,0.919,"5","LDHA"
"RRM1",0.784,0.530336204867665,0.568,1.86236981790328,0.797,0.326,"5","RRM1"
"PDLIM1",0.783,0.487985486407356,0.566,1.10762040511716,0.953,0.555,"5","PDLIM1"
"ACAT2",0.783,0.578084392817762,0.566,1.27270295131263,0.951,0.627,"5","ACAT2"
"PAICS",0.783,0.490427728042754,0.566,1.07142212038979,0.977,0.67,"5","PAICS"
"MT-CO3",0.781,0.31463897346746,0.562,0.464572529855142,1,0.998,"5","MT-CO3"
"HSPE1",0.778,0.490597050440851,0.556,0.812232088300991,0.998,0.9,"5","HSPE1"
"CDCA7",0.778,0.509827609923701,0.556,1.42270952798205,0.887,0.451,"5","CDCA7"
"MCM4",0.777,0.489334723230558,0.554,2.12009103865534,0.731,0.234,"5","MCM4"
"SNRPD1",0.776,0.432593312573106,0.552,0.762282084123067,1,0.871,"5","SNRPD1"
"SMC2",0.776,0.511079295150512,0.552,1.45432522407448,0.879,0.442,"5","SMC2"
"ATP5MC3",0.776,0.430407086847354,0.552,0.733206268514305,1,0.915,"5","ATP5MC3"
"SLC25A5",0.775,0.437333619511492,0.55,0.740583525329128,1,0.908,"5","SLC25A5"
"DEK",0.775,0.452185237006925,0.55,0.857062939043777,0.994,0.806,"5","DEK"
"MAD2L1",0.774,0.517183301802642,0.548,1.50552550755057,0.838,0.378,"5","MAD2L1"
"MINPP1",0.773,0.599621261108207,0.546,1.74623886780007,0.801,0.342,"5","MINPP1"
